,Incident ID,Year,Street Name,Cross Street,Distance,Junction Relation,Total Injuries,Total Fatalities,Injury Severity,Collision Manner,Light Condition,Weather,Surface Condition,Age Driver 1,Gender Driver 1,Travel Direction One,Unit Action One,Violation1_Drv1,Alcohol Use Driver 1,Drug Use Driver 1,Age Driver 2,Gender Driver 2,Travel Direction Two,Unit Action Two,Violation 1 Driver 2,Alcohol Use Driver 2,Drug Use Driver 2,Latitude,Longitude,Date,Time
32388,3478875,2019,Baseline Rd,Kyrene Rd,200.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,21.0,Male,East,Making Left Turn,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,44.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.94323,2019-01-09,17:19:00
32389,3478858,2019,Rural Rd,Lamplighter Ln,62.0,Not Junction Related,2.0,0.0,Suspected Minor Injury,Sideswipe Same Direction,Daylight,Clear,Dry,28.0,Female,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,43.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37603,-111.92867,2019-01-09,19:29:00
32390,3478764,2019,48th St,Broadway Rd,104.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,26.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,57.0,Female,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40761,-111.97826,2019-01-09,20:04:00
32391,3484297,2019,48th St,Broadway Rd,160.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,25.0,Male,East,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,51.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40777,-111.97826,2019-01-09,21:06:00
32392,3479061,2019,McClintock Dr,Don Carlos Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,72.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,36.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41748,-111.90911,2019-01-09,23:35:00
32395,3470931,2019,University Dr,Lola Ln,125.0,Intersection Related 206,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,37.0,Female,West,Making Left Turn,Other,No Apparent Influence,No Apparent Influence,38.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42205,-111.89357,2019-01-10,01:26:00
32396,3478904,2019,University Dr,Rural Rd,-50.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,20.0,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,23.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92648,2019-01-10,01:30:00
32397,3471035,2019,Rural Rd,Southern Ave,130.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,24.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,21.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39332,-111.92633,2019-01-10,02:16:00
32399,3479039,2019,Southern Ave,River Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Unknown 51,Unknown,Dry,46.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,39.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39299,-111.89626,2019-01-10,15:40:00
32402,3478987,2019,Rural Rd,Southern Ave,-155.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,19.0,Female,North,Changing Lanes,Followed Too Closely,No Apparent Influence,No Apparent Influence,53.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39254,-111.92633,2019-01-10,21:32:00
32403,3479122,2019,Mill Ave,Southern Ave,-92.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,21.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,32.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39261,-111.9396,2019-01-10,21:37:00
32404,3479059,2019,Rural Rd,University Dr,-82.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,42.0,Female,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,43.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.4218,-111.92631,2019-01-10,21:55:00
32405,3478986,2019,College Ave,Apache Blvd,-208.0,Not Junction Related,1.0,0.0,Suspected Minor Injury,U Turn,Daylight,Clear,Dry,23.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,21.0,Male,South,Making U Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.41411,-111.93493,2019-01-10,22:12:00
32406,3457062,2019,Elliot Rd,I-10 Exit 157 A-Ramp,-65.0,Intersection Related Non Interchange,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,56.0,Female,South,Making Right Turn,Unknown,No Apparent Influence,No Apparent Influence,35.0,Female,South,Making Right Turn,Unknown,No Apparent Influence,No Apparent Influence,33.34907,-111.97304,2019-01-10,22:14:00
32407,3478946,2019,Baseline Rd,Calle Los Cerros,65.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,54.0,Female,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,24.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97388,2019-01-10,22:59:00
32408,3478934,2019,Broadway Rd,Priest Dr,200.0,Not Junction Related,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,23.0,Male,West,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,40.0,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.40742,-111.96013,2019-01-10,23:01:00
32410,3478890,2019,Kyrene Rd,Guadalupe Rd,-186.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Unknown 51,Unknown,Dry,21.0,Male,West,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,53.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36315,-111.94589,2019-01-10,23:13:00
32413,3478810,2019,McClintock Dr,Don Carlos Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,27.0,Male,North,Going Straight Ahead,Disregarded Traffic Signal,Alcohol,No Apparent Influence,53.0,Male,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.41748,-111.90911,2019-01-11,01:05:00
32414,3478765,2019,Rural Rd,Guadalupe Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,25.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,59.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36375,-111.92861,2019-01-11,01:10:00
32416,3478813,2019,Rural Rd,6th St,200.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,22.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,19.0,Male,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42505,-111.9263,2019-01-11,01:21:00
32421,3478840,2019,Baseline Rd,Arizona Mills S,15.0,Intersection Related 206,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,26.0,Male,West,Making Left Turn,Disregarded Traffic Signal,Alcohol,No Apparent Influence,34.0,Male,West,Making U Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96541,2019-01-11,09:00:00
32424,3478782,2019,University Dr,Beck Ave,114.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,22.0,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,21.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193,-111.95612,2019-01-11,14:40:00
32426,3478941,2019,48th St,Southern Ave,226.0,Driveway Or Alley,0.0,0.0,No Injury,Unknown,Daylight,Clear,Dry,28.0,Female,Unknown,Unknown,Unknown,No Apparent Influence,No Apparent Influence,19.0,Male,South,Unknown,Unknown,No Apparent Influence,No Apparent Influence,33.39339,-111.97834,2019-01-11,17:58:00
32427,3478841,2019,University Dr,SR-143 Exit 1 T-Ramp,0.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,70.0,Male,North,Making Right Turn,Followed Too Closely,No Apparent Influence,No Apparent Influence,40.0,Male,North,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42189,-111.97767,2019-01-11,18:39:00
32428,3479040,2019,Kyrene Rd,Guadalupe Rd,-200.0,Driveway Or Alley,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,20.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,19.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36311,-111.94589,2019-01-11,18:47:00
32429,3479069,2019,University Dr,Mill Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,62.0,Male,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,26.0,Male,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193,-111.94002,2019-01-11,19:13:00
32430,3478780,2019,Scottsdale Rd,Rio Salado Pkwy,154.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Female,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,56.0,Female,North,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42927,-111.92629,2019-01-11,19:30:00
32432,3478933,2019,Rural Rd,Myrna Ln,-204.0,Driveway Or Alley,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Female,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,55.0,Female,North,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.32864,-111.92832,2019-01-11,21:36:00
32433,3478957,2019,McClintock Dr,SR-202 Exit 8 J-Ramp,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,28.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,66.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43662,-111.90962,2019-01-11,22:00:00
32434,3478930,2019,Baseline Rd,I-10 Exit 155 C1-Ramp,-89.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,65.0,Male,West,Unknown,Unknown,No Apparent Influence,No Apparent Influence,43.0,Female,West,Unknown,Unknown,No Apparent Influence,No Apparent Influence,33.37829,-111.9679,2019-01-11,22:31:00
32437,3478766,2019,Hardy Dr,Baseline Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,21.0,Female,South,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,41.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.95251,2019-01-11,23:51:00
32438,3478984,2019,McClintock Dr,Libra Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,43.0,Male,South,Overtaking Passing,Other,No Apparent Influence,No Apparent Influence,30.0,Female,North,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.36559,-111.91127,2019-01-12,00:18:00
32439,3478887,2019,Elliot Rd,Harl Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dusk,Clear,Dry,32.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,22.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34908,-111.96593,2019-01-12,00:45:00
32441,3478809,2019,Kyrene Rd,Elliot Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,52.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,46.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3492,-111.94573,2019-01-12,01:22:00
32442,3479024,2019,University Dr,Hacienda Dr,-25.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,25.0,Male,East,Going Straight Ahead,Followed Too Closely,Alcohol,No Apparent Influence,49.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202,-111.90633,2019-01-12,01:24:00
32444,3479063,2019,Elliot Rd,College Ave,-45.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,18.0,Male,West,Overtaking Passing,Unknown,No Apparent Influence,No Apparent Influence,21.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34919,-111.934,2019-01-12,06:06:00
32445,3478842,2019,Mill Ave,Baseline Rd,50.0,Driveway Or Alley,0.0,0.0,No Injury,Other,Daylight,Clear,Dry,41.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,29.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37835,-111.93937,2019-01-12,19:39:00
32447,3484853,2019,Broadway Rd,Priest Dr,-88.0,Intersection Related Non Interchange,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,26.0,Male,Northwest,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,34.0,Male,Northwest,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.40742,-111.96107,2019-01-12,19:42:00
32448,3478773,2019,Lemon St,Rural Rd,8.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,19.0,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,32.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41684,-111.92627,2019-01-12,19:52:00
32451,3478866,2019,Hermosa Dr,Butte Ave,0.0,Intersection 201,0.0,0.0,No Injury,Left Turn,Daylight,Cloudy,Dry,27.0,Female,East,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,50.0,Male,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.38754,-111.91072,2019-01-13,00:08:00
32452,3478779,2019,Priest Dr,Rio Salado Pkwy,-25.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dusk,Clear,Dry,28.0,Male,South,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,18.0,Female,Northwest,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42949,-111.96096,2019-01-13,00:20:00
32454,3502324,2019,Mill Ave,Hermosa Dr,-25.0,Intersection Related Non Interchange,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Rain,Wet,34.0,Male,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,57.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38814,-111.93953,2019-01-13,06:15:00
32455,3479055,2019,Elliot Rd,McClintock Dr,-40.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Wet,28.0,Male,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,70.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34913,-111.91132,2019-01-13,16:11:00
32456,3478789,2019,Priest Dr,Southern Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Other,Daylight,Clear,Dry,31.0,Male,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,72.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39288,-111.96077,2019-01-13,17:58:00
32459,3479006,2019,Guadalupe Rd,McClintock Dr,15.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,16.0,Male,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,46.0,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.36376,-111.91121,2019-01-14,13:41:00
32461,3479005,2019,Broadway Rd,Priest Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,30.0,Male,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,75.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40742,-111.96078,2019-01-14,14:39:00
32465,3478959,2019,Scottsdale Rd,Playa Del Norte Dr,196.0,Driveway Or Alley,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,38.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,30.0,Male,North,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43457,-111.92626,2019-01-14,18:31:00
32466,3479064,2019,6th St,Forest Service 01 Tempe Ave,-185.0,Not Junction Related,0.0,0.0,No Injury,Other,Daylight,Clear,Dry,24.0,Female,South,Backing,Other,No Apparent Influence,No Apparent Influence,53.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42435,-111.93727,2019-01-14,20:12:00
32467,3478791,2019,Mill Ave,3rd St,-50.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,23.0,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,18.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42726,-111.94003,2019-01-14,21:40:00
32468,3478979,2019,Baseline Rd,I-10 Exit 155 A1-Ramp,120.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,50.0,Male,West,Going Straight Ahead,Followed Too Closely,Alcohol,No Apparent Influence,38.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37828,-111.96824,2019-01-14,21:42:00
32469,3478796,2019,Baseline Rd,I-10 Exit 155 A1-Ramp,-50.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,25.0,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,66.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.9688,2019-01-14,22:01:00
32470,3478880,2019,Rural Rd,Southern Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Cloudy,Dry,33.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,Alcohol,No Apparent Influence,57.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296,-111.92633,2019-01-14,22:15:00
32473,3479019,2019,Rural Rd,Southern Ave,-90.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,25.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,40.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39271,-111.92633,2019-01-14,22:47:00
32474,3478802,2019,University Dr,Ash Ave,-201.0,Not Junction Related,0.0,0.0,No Injury,Left Turn,Daylight,Cloudy,Dry,20.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,29.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42192,-111.94306,2019-01-14,23:46:00
32475,3478845,2019,Rural Rd,Southern Ave,-85.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dusk,Clear,Dry,25.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,52.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39273,-111.92633,2019-01-15,00:34:00
32477,3478962,2019,Baseline Rd,Kyrene Rd,100.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,70.0,Male,South,Going Straight Ahead,Unsafe Lane Change,Alcohol,No Apparent Influence,48.0,Male,East,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.94356,2019-01-15,01:18:00
32479,3478860,2019,Price Rd,Broadway Rd,102.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Cloudy,Dry,27.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,35.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,33.40776,-111.89035,2019-01-15,12:37:00
32480,3479035,2019,Baseline Rd,I-10 Exit 155 G-Ramp,-170.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,24.0,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,27.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96919,2019-01-15,12:52:00
32481,3478929,2019,Baseline Rd,Pointe Pkwy,-105.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,31.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,21.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97234,2019-01-15,13:47:00
32482,3478993,2019,Rural Rd,US-60 Exit 174 G-Ramp,-150.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,46.0,Male,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,24.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38461,-111.92649,2019-01-15,14:34:00
32484,3478989,2019,Southern Ave,Mill Ave,-66.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,58.0,Male,East,Making Right Turn,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,56.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39286,-111.93982,2019-01-15,16:51:00
32485,3478918,2019,Mill Ave,9th St,-100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,24.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,23.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42022,-111.93997,2019-01-15,17:31:00
32487,3479038,2019,Rio Salado Pkwy,Price Rd,-158.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,18.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,53.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42937,-111.89234,2019-01-15,19:32:00
